point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,叶祥苓、郭宗俊1991
YX01,宜兴,太湖片-毗陵小片,,,歌,Ø,荷,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,歌,Ø,贺,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,歌,Ø,阿,,,
YX01,宜兴,太湖片-毗陵小片,,,歌,Ø,屙,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,茄,io,,
YX01,宜兴,太湖片-毗陵小片,,,戈,P,波,au,,
YX01,宜兴,太湖片-毗陵小片,,,戈,P,菠,au,,
YX01,宜兴,太湖片-毗陵小片,,,戈,P,跛,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,P,簸,au,,
YX01,宜兴,太湖片-毗陵小片,,,戈,P,簸,au,,
YX01,宜兴,太湖片-毗陵小片,,,戈,P,播,au,,
YX01,宜兴,太湖片-毗陵小片,,,戈,P,颇,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,P,坡,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,P,玻,au,,
YX01,宜兴,太湖片-毗陵小片,,,戈,P,破,au,,
YX01,宜兴,太湖片-毗陵小片,,,戈,P,婆,au,,
YX01,宜兴,太湖片-毗陵小片,,,戈,P,薄,oʔ,存疑，可能不是薄荷的读音,
YX01,宜兴,太湖片-毗陵小片,,,戈,M,魔,au,,
YX01,宜兴,太湖片-毗陵小片,,,戈,M,磨,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,M,摩,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,M,馍,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,M,蘑,au,,
YX01,宜兴,太湖片-毗陵小片,,,戈,M,磨,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,T,朵,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,T,躲,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,T,剁,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,T,妥,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,T,椭,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,T,唾,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,T,砣,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,T,惰,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,T,垛,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,T,堕,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,N,挼,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,N,糯,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,N,懦,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,L,骡,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,L,螺,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,L,脶,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,L,啰,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,L,裸,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,L,瘰,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,L,摞,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,TS,锉,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,TS,莝,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,TS,矬,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,TS,坐,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,TS,座,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,TS,蓑,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,TS,梭,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,TS,唆,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,TS,莎,o,,
YX01,宜兴,太湖片-毗陵小片,,,戈,TS,锁,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,TS,琐,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,TS,唢,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,过,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,锅,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,戈,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,果,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,裹,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,餜,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,过,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,科,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,窠,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,棵,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,髁,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,蝌,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,颗,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,课,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,讹,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,K,卧,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,火,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,伙,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,货,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,和,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,禾,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,祸,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,夥,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,和,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,倭,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,踒,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,窝,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,涡,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,莴,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,涴,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,瘸,,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,靴,io,,
YX01,宜兴,太湖片-毗陵小片,,,戈,Ø,�,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,巴,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,芭,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,疤,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,笆,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,吧,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,把,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,靶,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,霸,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,欛,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,壩,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,坝,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,爸,a,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,怕,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,帕,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,爬,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,琶,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,杷,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,钯,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,P,耙,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,M,麻,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,M,痲,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,M,蟆,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,M,妈,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,M,马,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,M,码,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,M,玛,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,M,蚂,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,M,骂,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,N,拿,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS,茶,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS,搽,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS,䖳,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,楂,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,渣,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,诈,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,榨,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,炸,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,叉,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,杈,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,差,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,岔,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,差,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,茬,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,查,o,姓,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,乍,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,沙,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,纱,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,痧,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,砂,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,鲨,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,裟,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,洒,a,,
YX01,宜兴,太湖片-毗陵小片,,,麻,TS*,厦,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,家,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,傢,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,加,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,痂,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,嘉,io,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,枷,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,袈,io,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,假,o/io,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,贾,io,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,假,o/io,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,架,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,驾,io,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,嫁,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,稼,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,价,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,揢,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,牙,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,芽,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,衙,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,伢,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,蚜,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,雅,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,K,砑,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,虾,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,�,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,嚇,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,霞,io,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,瑕,io,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,遐,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,蝦,,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,下,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,夏,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,厦,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,下,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,夏,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,暇,io,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,鸦,io,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,丫,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,桠,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,哑,o,,
YX01,宜兴,太湖片-毗陵小片,,,麻,Ø,亚,io,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,补,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,谱,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,哺,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,布,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,佈,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,铺,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,潽,,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,普,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,浦,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,铺,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,怖,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,蒲,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,菩,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,脯,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,葡,,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,莆,,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,部,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,簿,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,篰,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,步,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,捕,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,P,埠,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,M,模,au,,
YX01,宜兴,太湖片-毗陵小片,,,模,M,模,au,,
YX01,宜兴,太湖片-毗陵小片,,,模,M,摹,au,,
YX01,宜兴,太湖片-毗陵小片,,,模,M,姥,,,
YX01,宜兴,太湖片-毗陵小片,,,模,M,暮,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,模,M,慕,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,模,M,墓,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,模,M,募,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,模,M,睦,,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,都,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,都,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,赌,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,堵,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,肚,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,睹,,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,妒,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,土,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,吐,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,吐,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,兔,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,徒,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,屠,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,途,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,涂,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,图,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,杜,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,肚,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,度,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,渡,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,T,镀,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,N,奴,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,N,努,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,N,怒,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,卢,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,炉,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,芦,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,鸬,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,颅,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,鲈,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,鲁,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,橹,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,虏,,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,卤,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,路,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,赂,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,露,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,L,鹭,,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,租,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,祖,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,组,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,做,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,粗,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,醋,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,措,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,错,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,苏,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,酥,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,素,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,诉,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,塑,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,TS,嗉,,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,姑,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,孤,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,箍,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,辜,,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,菇,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,鸪,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,蛄,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,古,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,估,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,盬,,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,牯,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,股,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,鼓,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,蛊,,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,故,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,固,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,锢,,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,雇,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,顾,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,枯,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,苦,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,库,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,裤,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,吴,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,蜈,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,吾,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,梧,,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,五,ŋ,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,伍,,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,午,ŋ,端～,
YX01,宜兴,太湖片-毗陵小片,,,模,K,忤,,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,误,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,K,悟,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,呼,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,虎,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,浒,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,琥,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,戽,,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,胡,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,湖,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,狐,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,壶,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,乎,,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,瓠,,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,鬍,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,糊,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,蝴,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,瑚,,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,户,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,沪,,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,互,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,护,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,瓠,,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,糊,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,乌,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,污,u,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,坞,,,
YX01,宜兴,太湖片-毗陵小片,,,模,Ø,恶,oʔ,,
YX01,宜兴,太湖片-毗陵小片,,,豪,P,褒,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,P,保,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,P,堡,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,P,宝,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,P,报,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,P,袍,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,P,抱,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,P,暴,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,P,菢,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,M,毛,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,M,冒,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,M,帽,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,M,瑁,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,刀,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,叨,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,祷,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,岛,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,倒,au,～下,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,捣,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,到,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,倒,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,滔,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,掏,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,讨,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,套,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,桃,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,逃,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,淘,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,陶,au,,
