point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,浙江慈溪（逍林）方言同音字汇
CX01,慈溪逍林,太湖片-临绍小片,,,歌,K,饿,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,歌,Ø,荷,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,歌,Ø,河,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,歌,Ø,何,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,歌,Ø,荷,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,歌,Ø,贺,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,歌,Ø,阿,o,～弥陀佛,
CX01,慈溪逍林,太湖片-临绍小片,,,歌,Ø,屙,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,茄,a/iɛ,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,P,波,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,P,菠,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,P,跛,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,P,簸,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,P,簸,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,P,播,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,P,颇,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,P,坡,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,P,玻,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,P,破,a/ou,文读/白读,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,P,婆,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,P,薄,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,M,魔,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,M,磨,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,M,摩,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,M,馍,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,M,蘑,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,M,磨,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,T,朵,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,T,躲,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,T,剁,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,T,妥,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,T,椭,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,T,唾,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,T,砣,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,T,惰,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,T,垛,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,T,堕,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,N,挼,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,N,糯,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,N,懦,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,L,骡,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,L,螺,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,L,脶,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,L,啰,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,L,裸,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,L,瘰,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,L,摞,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,TS,锉,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,TS,莝,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,TS,矬,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,TS,坐,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,TS,座,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,TS,蓑,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,TS,梭,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,TS,唆,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,TS,莎,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,TS,锁,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,TS,琐,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,TS,唢,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,过,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,锅,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,戈,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,果,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,裹,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,餜,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,过,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,科,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,窠,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,棵,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,髁,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,蝌,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,颗,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,课,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,讹,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,K,卧,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,火,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,伙,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,货,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,和,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,禾,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,祸,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,夥,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,和,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,倭,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,踒,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,窝,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,涡,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,莴,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,涴,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,瘸,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,靴,,,
CX01,慈溪逍林,太湖片-临绍小片,,,戈,Ø,�,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,巴,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,芭,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,疤,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,笆,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,吧,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,把,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,靶,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,霸,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,欛,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,壩,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,坝,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,爸,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,怕,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,帕,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,爬,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,琶,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,杷,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,钯,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,P,耙,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,M,麻,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,M,痲,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,M,蟆,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,M,妈,o,白读,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,M,马,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,M,码,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,M,玛,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,M,蚂,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,M,骂,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,N,拿,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS,茶,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS,搽,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS,䖳,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,楂,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,渣,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,诈,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,榨,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,炸,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,叉,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,杈,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,差,o,～不多,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,岔,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,差,o,～不多,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,茬,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,查,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,乍,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,沙,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,纱,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,痧,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,砂,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,鲨,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,裟,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,洒,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,TS*,厦,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,家,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,傢,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,加,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,痂,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,嘉,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,枷,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,袈,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,假,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,贾,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,假,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,架,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,驾,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,嫁,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,稼,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,价,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,揢,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,牙,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,芽,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,衙,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,伢,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,蚜,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,雅,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,K,砑,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,虾,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,�,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,嚇,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,霞,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,瑕,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,遐,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,蝦,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,下,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,夏,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,厦,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,下,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,夏,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,暇,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,鸦,,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,丫,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,桠,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,哑,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,麻,Ø,亚,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,补,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,谱,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,哺,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,布,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,佈,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,铺,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,潽,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,普,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,浦,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,铺,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,怖,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,蒲,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,菩,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,脯,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,葡,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,莆,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,部,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,簿,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,篰,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,步,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,捕,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,P,埠,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,M,模,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,M,模,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,M,摹,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,M,姥,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,M,暮,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,M,慕,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,M,墓,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,M,募,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,M,睦,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,都,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,都,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,赌,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,堵,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,肚,u/ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,睹,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,妒,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,土,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,吐,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,吐,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,兔,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,徒,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,屠,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,途,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,涂,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,图,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,杜,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,肚,u/ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,度,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,渡,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,T,镀,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,N,奴,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,N,努,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,N,怒,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,卢,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,炉,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,芦,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,鸬,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,颅,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,鲈,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,鲁,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,橹,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,虏,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,卤,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,路,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,赂,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,露,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,L,鹭,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,租,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,祖,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,组,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,做,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,粗,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,醋,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,措,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,错,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,苏,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,酥,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,素,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,诉,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,塑,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,TS,嗉,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,姑,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,孤,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,箍,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,辜,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,菇,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,鸪,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,蛄,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,古,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,估,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,盬,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,牯,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,股,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,鼓,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,蛊,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,故,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,固,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,锢,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,雇,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,顾,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,枯,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,苦,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,库,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,裤,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,吴,u,文读,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,蜈,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,吾,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,梧,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,五,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,伍,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,午,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,忤,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,误,u/ou,文读/白读,
CX01,慈溪逍林,太湖片-临绍小片,,,模,K,悟,ou,白读,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,呼,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,虎,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,浒,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,琥,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,戽,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,胡,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,湖,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,狐,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,壶,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,乎,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,瓠,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,鬍,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,糊,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,蝴,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,瑚,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,户,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,沪,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,互,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,护,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,瓠,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,糊,,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,乌,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,污,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,坞,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,模,Ø,恶,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,P,褒,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,P,保,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,P,堡,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,P,宝,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,P,报,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,P,袍,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,P,抱,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,P,暴,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,P,菢,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,M,毛,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,M,冒,ɔ,,
