point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,上海地区方言调查研究
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,歌,Ø,贺,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,歌,Ø,阿,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,歌,Ø,屙,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,茄,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,P,波,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,P,菠,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,P,跛,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,P,簸,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,P,簸,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,P,播,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,P,颇,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,P,坡,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,P,玻,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,P,破,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,P,婆,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,P,薄,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,M,魔,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,M,磨,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,M,摩,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,M,馍,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,M,蘑,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,M,磨,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,T,朵,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,T,躲,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,T,剁,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,T,妥,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,T,椭,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,T,唾,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,T,砣,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,T,惰,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,T,垛,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,T,堕,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,N,挼,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,N,糯,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,N,懦,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,L,骡,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,L,螺,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,L,脶,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,L,啰,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,L,裸,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,L,瘰,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,L,摞,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,TS,锉,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,TS,莝,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,TS,矬,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,TS,坐,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,TS,座,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,TS,蓑,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,TS,梭,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,TS,唆,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,TS,莎,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,TS,锁,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,TS,琐,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,TS,唢,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,过,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,锅,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,戈,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,果,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,裹,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,餜,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,过,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,科,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,窠,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,棵,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,髁,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,蝌,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,颗,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,课,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,讹,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,K,卧,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,火,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,伙,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,货,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,和,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,禾,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,祸,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,夥,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,和,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,倭,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,踒,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,窝,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,涡,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,莴,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,涴,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,瘸,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,靴,iu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,戈,Ø,�,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,巴,o/ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,芭,o/ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,疤,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,笆,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,吧,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,把,o/ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,靶,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,霸,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,欛,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,壩,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,坝,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,爸,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,怕,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,帕,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,爬,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,琶,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,杷,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,钯,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,P,耙,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,M,麻,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,M,痲,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,M,蟆,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,M,妈,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,M,马,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,M,码,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,M,玛,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,M,蚂,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,M,骂,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,N,拿,ᴀ/o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS,茶,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS,搽,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS,䖳,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,楂,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,渣,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,诈,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,榨,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,炸,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,叉,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,杈,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,差,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,岔,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,差,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,茬,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,查,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,乍,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,沙,o/ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,纱,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,痧,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,砂,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,鲨,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,裟,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,洒,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,TS*,厦,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,家,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,傢,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,加,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,痂,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,嘉,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,枷,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,袈,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,假,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,贾,iᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,假,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,架,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,驾,iᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,嫁,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,稼,iᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,价,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,揢,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,牙,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,芽,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,衙,ᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,伢,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,蚜,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,雅,iᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,K,砑,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,虾,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,�,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,嚇,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,霞,iᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,瑕,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,遐,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,蝦,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,下,o/ɔ/iᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,夏,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,厦,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,下,o/ɔ/iᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,夏,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,暇,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,鸦,iᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,丫,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,桠,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,哑,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,麻,Ø,亚,iᴀ,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,补,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,谱,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,哺,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,布,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,佈,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,铺,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,潽,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,普,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,浦,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,铺,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,怖,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,蒲,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,菩,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,脯,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,葡,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,莆,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,部,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,簿,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,篰,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,步,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,捕,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,P,埠,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,M,模,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,M,模,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,M,摹,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,M,姥,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,M,暮,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,M,慕,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,M,墓,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,M,募,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,M,睦,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,都,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,都,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,赌,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,堵,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,肚,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,睹,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,妒,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,土,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,吐,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,吐,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,兔,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,徒,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,屠,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,途,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,涂,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,图,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,杜,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,肚,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,度,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,渡,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,T,镀,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,N,奴,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,N,努,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,N,怒,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,卢,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,炉,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,芦,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,鸬,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,颅,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,鲈,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,鲁,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,橹,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,虏,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,卤,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,路,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,赂,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,露,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,L,鹭,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,租,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,祖,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,组,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,做,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,粗,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,醋,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,措,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,错,o,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,苏,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,酥,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,素,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,诉,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,塑,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,TS,嗉,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,姑,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,孤,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,箍,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,辜,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,菇,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,鸪,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,蛄,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,古,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,估,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,盬,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,牯,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,股,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,鼓,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,蛊,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,故,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,固,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,锢,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,雇,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,顾,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,枯,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,苦,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,库,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,裤,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,吴,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,蜈,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,吾,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,梧,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,五,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,伍,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,午,u,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,忤,,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,误,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,K,悟,əu,,
FJ01,枫泾镇,太湖片-苏沪嘉小片,,,模,Ø,呼,u,,
