point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,上海地区方言调查研究
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,L,摞,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,TS,锉,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,TS,莝,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,TS,矬,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,TS,坐,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,TS,座,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,TS,蓑,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,TS,梭,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,TS,唆,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,TS,莎,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,TS,锁,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,TS,琐,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,TS,唢,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,过,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,锅,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,戈,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,果,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,裹,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,餜,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,过,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,科,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,窠,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,棵,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,髁,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,蝌,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,颗,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,课,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,讹,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,K,卧,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,火,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,伙,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,货,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,和,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,禾,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,祸,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,夥,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,和,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,倭,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,踒,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,窝,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,涡,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,莴,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,涴,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,瘸,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,靴,iu,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,戈,Ø,�,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,巴,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,芭,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,疤,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,笆,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,吧,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,把,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,靶,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,霸,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,欛,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,壩,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,坝,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,爸,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,怕,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,帕,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,爬,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,琶,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,杷,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,钯,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,P,耙,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,M,麻,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,M,痲,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,M,蟆,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,M,妈,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,M,马,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,M,码,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,M,玛,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,M,蚂,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,M,骂,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,N,拿,o/ɛ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS,茶,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS,搽,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS,䖳,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,楂,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,渣,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,诈,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,榨,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,炸,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,叉,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,杈,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,差,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,岔,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,差,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,茬,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,查,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,乍,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,沙,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,纱,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,痧,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,砂,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,鲨,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,裟,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,洒,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,TS*,厦,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,家,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,傢,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,加,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,痂,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,嘉,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,枷,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,袈,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,假,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,贾,iᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,假,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,架,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,驾,iᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,嫁,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,稼,iᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,价,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,揢,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,牙,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,芽,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,衙,ᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,伢,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,蚜,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,雅,iᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,K,砑,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,虾,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,�,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,嚇,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,霞,iᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,瑕,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,遐,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,蝦,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,下,o/ɔ/iᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,夏,ɔ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,厦,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,下,o/ɔ/iᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,夏,ɔ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,暇,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,鸦,iᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,丫,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,桠,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,哑,ɔ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,麻,Ø,亚,iᴀ,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,补,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,谱,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,哺,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,布,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,佈,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,铺,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,潽,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,普,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,浦,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,铺,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,怖,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,蒲,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,菩,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,脯,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,葡,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,莆,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,部,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,簿,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,篰,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,步,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,捕,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,P,埠,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,M,模,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,M,模,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,M,摹,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,M,姥,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,M,暮,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,M,慕,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,M,墓,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,M,募,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,M,睦,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,都,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,都,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,赌,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,堵,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,肚,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,睹,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,妒,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,土,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,吐,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,吐,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,兔,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,徒,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,屠,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,途,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,涂,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,图,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,杜,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,肚,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,度,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,渡,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,T,镀,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,N,奴,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,N,努,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,N,怒,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,卢,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,炉,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,芦,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,鸬,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,颅,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,鲈,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,鲁,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,橹,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,虏,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,卤,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,路,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,赂,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,露,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,L,鹭,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,租,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,祖,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,组,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,做,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,粗,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,醋,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,措,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,错,o,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,苏,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,酥,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,素,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,诉,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,塑,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,TS,嗉,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,姑,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,孤,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,箍,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,辜,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,菇,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,鸪,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,蛄,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,古,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,估,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,盬,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,牯,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,股,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,鼓,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,蛊,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,故,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,固,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,锢,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,雇,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,顾,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,枯,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,苦,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,库,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,裤,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,吴,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,蜈,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,吾,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,梧,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,五,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,伍,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,午,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,忤,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,误,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,K,悟,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,呼,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,虎,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,浒,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,琥,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,戽,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,胡,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,湖,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,狐,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,壶,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,乎,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,鬍,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,糊,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,蝴,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,瑚,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,户,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,沪,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,互,u,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,护,,,
XZ01,莘庄,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
