point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,桐庐方言志
TL01,桐庐镇,太湖片-临绍小片,,,豪,T,蹈,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,N,脑,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,N,恼,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,L,劳,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,L,捞,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,L,唠,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,L,牢,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,L,痨,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,L,老,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,L,佬,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,L,涝,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,遭,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,糟,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,早,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,枣,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,蚤,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,澡,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,藻,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,躁,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,灶,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,操,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,草,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,騲,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,糙,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,曹,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,槽,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,皂,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,造,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,骚,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,臊,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,扫,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,嫂,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,扫,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,TS,燥,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,高,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,膏,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,篙,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,羔,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,糕,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,稿,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,告,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,膏,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,考,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,烤,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,拷,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,靠,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,犒,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,铐,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,㸆,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,熬,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,敖,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,鳌,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,傲,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,K,鏊,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,蒿,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,薅,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,好,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,好,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,耗,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,豪,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,壕,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,毫,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,号,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,蠔,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,浩,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,号,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,爊,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,袄,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,懊,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,奥,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,懊,,,
TL01,桐庐镇,太湖片-临绍小片,,,豪,Ø,澳,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,P,剖,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,M,某,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,M,亩,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,M,牡,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,M,母,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,M,拇,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,M,戊,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,M,茂,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,M,贸,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,兜,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,斗,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,抖,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,陡,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,蚪,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,斗,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,偷,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,敨,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,透,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,头,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,投,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,骰,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,豆,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,逗,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,痘,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,T,脰,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,L,楼,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,L,搂,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,L,耧,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,L,娄,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,L,搂,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,L,篓,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,L,溇,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,L,漏,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,L,陋,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,TS,走,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,TS,奏,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,TS,凑,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,TS,叟,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,TS,嗽,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,勾,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,钩,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,沟,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,狗,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,苟,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,垢,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,枸,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,彀,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,够,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,构,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,购,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,勾,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,抠,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,眍,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,口,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,叩,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,扣,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,寇,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,藕,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,偶,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,K,偶,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,吼,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,侯,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,喉,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,猴,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,瘊,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,後,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,厚,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,后,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,候,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,鲎,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,欧,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,瓯,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,区,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,鸥,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,呕,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,殴,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,沤,,,
TL01,桐庐镇,太湖片-临绍小片,,,侯,Ø,怄,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,P,拜,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,P,排,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,P,�,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,M,埋,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,L,攋,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,TS*,䍉,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,TS*,箉,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,TS*,斋,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,TS*,豺,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,皆,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,阶,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,稭,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,偕,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,介,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,界,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,芥,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,尬,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,疥,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,届,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,戒,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,庎,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,揩,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,K,楷,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,Ø,谐,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,Ø,骇,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,Ø,械,,,
TL01,桐庐镇,太湖片-临绍小片,,,皆,Ø,挨,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,P,摆,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,P,派,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,P,牌,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,P,簰,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,P,罢,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,P,稗,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,M,买,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,M,卖,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,N,奶,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,TS*,债,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,TS*,钗,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,TS*,差,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,TS*,柴,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,TS*,筛,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,TS*,洒,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,TS*,晒,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,K,佳,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,K,街,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,K,解,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,K,懈,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,K,涯,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,K,崖,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,K,捱,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,Ø,鞋,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,Ø,解,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,Ø,解,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,Ø,蟹,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,Ø,矮,,,
TL01,桐庐镇,太湖片-临绍小片,,,佳,Ø,隘,,,
