point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,许宝华、陶寰2015
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,唾,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,砣,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,惰,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,垛,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,T,堕,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,N,挼,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,N,糯,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,N,懦,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,骡,u,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,螺,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,脶,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,啰,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,裸,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,瘰,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,L,摞,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,锉,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,莝,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,矬,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,坐,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,座,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,蓑,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,梭,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,唆,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,莎,u,～草,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,锁,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,琐,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,TS,唢,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,过,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,锅,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,戈,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,果,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,裹,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,餜,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,过,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,科,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,窠,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,棵,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,髁,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,蝌,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,颗,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,课,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,讹,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,K,卧,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,火,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,伙,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,货,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,和,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,禾,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,祸,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,夥,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,和,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,倭,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,踒,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,窝,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,涡,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,莴,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,涴,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,瘸,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,靴,iu,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,戈,Ø,�,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,巴,o/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,芭,ɑ/o,～蕾/～蕉,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,疤,o/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,笆,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,吧,ɑ,酒～,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,把,ɑ/o,～兄弟/～手,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,靶,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,霸,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,欛,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,壩,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,坝,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,爸,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,怕,o/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,帕,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,爬,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,琶,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,杷,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,钯,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,P,耙,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,麻,o/ɑ,/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,痲,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,蟆,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,妈,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,马,o/ɑ,白读/～上文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,码,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,玛,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,蚂,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,M,骂,o/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,N,拿,o/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS,茶,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS,搽,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS,䖳,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,楂,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,渣,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,诈,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,榨,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,炸,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,叉,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,杈,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,差,ɑ/o,出～/～勿多,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,岔,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,差,ɑ/o,出～/～勿多,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,茬,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,查,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,乍,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,沙,o/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,纱,o/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,痧,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,砂,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,鲨,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,裟,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,洒,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,TS*,厦,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,家,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,傢,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,加,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,痂,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,嘉,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,枷,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,袈,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,假,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,贾,u/ɑ,商～/白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,假,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,架,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,驾,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,嫁,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,稼,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,价,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,揢,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,牙,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,芽,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,衙,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,伢,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,蚜,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,雅,iɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,K,砑,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,虾,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,�,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,嚇,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,霞,iɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,瑕,iɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,遐,iɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,蝦,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,下,ɔ/iɑ/o,白读/文读/～巴,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,夏,ɔ/iɑ,姓、春～/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,厦,ɔ/iɑ,大～/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,下,ɔ/iɑ/o,白读/文读/～巴,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,夏,ɔ/iɑ,姓、春～/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,暇,iɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,鸦,o/iɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,丫,o/iɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,桠,o/iɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,哑,o/iɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,麻,Ø,亚,iɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,补,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,谱,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,哺,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,布,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,佈,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,铺,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,潽,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,普,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,浦,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,铺,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,怖,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,蒲,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,菩,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,脯,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,葡,u,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,莆,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,部,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,簿,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,篰,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,步,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,捕,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,P,埠,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,M,模,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,M,模,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,M,摹,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,M,姥,o/ɔ,斗～宫、老～/刘～～,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,M,暮,o/ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,M,慕,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,M,墓,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,M,募,o,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,M,睦,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,都,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,都,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,赌,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,堵,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,肚,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,睹,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,妒,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,土,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,吐,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,吐,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,兔,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,徒,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,屠,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,途,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,涂,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,图,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,杜,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,肚,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,度,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,渡,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,T,镀,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,N,奴,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,N,努,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,N,怒,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,卢,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,炉,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,芦,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,鸬,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,颅,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,鲈,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,鲁,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,橹,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,虏,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,卤,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,路,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,赂,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,露,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,L,鹭,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,租,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,祖,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,组,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,做,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,粗,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,醋,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,措,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,错,u/o,/～误,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,苏,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,酥,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,素,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,诉,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,塑,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,TS,嗉,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,姑,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,孤,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,箍,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,辜,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,菇,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,鸪,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,蛄,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,古,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,估,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,盬,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,牯,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,股,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,鼓,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,蛊,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,故,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,固,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,锢,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,雇,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,顾,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,枯,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,苦,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,库,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,裤,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,吴,u,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,蜈,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,吾,u,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,梧,u,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,五,u,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,伍,u,队～,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,午,u,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,忤,u,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,误,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,K,悟,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,呼,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,虎,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,浒,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,琥,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,戽,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,胡,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,湖,u,,
