point_id,point_name,subbranch,lat,lon,rhyme_modern,chain_slot,slot_type_initial,is_free,onset_class,char,phonetic,vowel_symbol,vowel_class,reading_layer,mainlayer_flag,combo_validity,zero_type,feature_change
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,K,个,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,K,轲,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,K,可,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,K,蛾,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,K,鹅,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,K,俄,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,K,娥,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,K,我,o/au,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,K,饿,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,Ø,荷,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,Ø,河,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,Ø,何,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,Ø,荷,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,Ø,贺,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,Ø,阿,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,歌,S2,*ɑ,0.0,Ø,屙,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,茄,e,e,e,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,P,波,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,P,菠,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,P,跛,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,P,簸,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,P,簸,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,P,播,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,P,颇,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,P,坡,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,P,玻,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,P,破,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,P,婆,au/øy,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,P,薄,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,M,魔,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,M,磨,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,M,摩,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,M,馍,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,M,蘑,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,M,磨,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,T,朵,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,T,躲,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,T,剁,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,T,妥,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,T,椭,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,T,唾,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,T,砣,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,T,惰,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,T,垛,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,T,堕,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,N,挼,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,N,糯,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,N,懦,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,L,骡,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,L,螺,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,L,脶,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,L,啰,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,L,裸,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,L,瘰,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,L,摞,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,TS,锉,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,TS,莝,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,TS,矬,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,TS,坐,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,TS,座,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,TS,蓑,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,TS,梭,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,TS,唆,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,TS,莎,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,TS,锁,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,TS,琐,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,TS,唢,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,过,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,锅,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,戈,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,果,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,裹,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,餜,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,过,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,科,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,窠,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,棵,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,髁,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,蝌,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,颗,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,课,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,讹,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,K,卧,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,火,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,伙,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,货,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,和,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,禾,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,祸,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,夥,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,和,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,倭,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,踒,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,窝,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,涡,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,莴,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,涴,au,au,au,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,瘸,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,靴,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,戈,S2,*ɑ,0.0,Ø,�,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,巴,o/øy,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,芭,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,疤,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,笆,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,吧,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,把,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,靶,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,霸,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,欛,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,壩,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,坝,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,爸,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,怕,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,帕,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,爬,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,琶,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,杷,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,钯,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,P,耙,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,M,麻,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,M,痲,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,M,蟆,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,M,妈,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,M,马,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,M,码,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,M,玛,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,M,蚂,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,M,骂,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,N,拿,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS,茶,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS,搽,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS,䖳,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,楂,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,渣,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,诈,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,榨,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,炸,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,叉,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,杈,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,差,a/o,a,a,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,岔,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,差,a/o,a,a,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,茬,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,查,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,乍,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,沙,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,纱,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,痧,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,砂,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,鲨,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,裟,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,洒,a,a,a,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,TS*,厦,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,家,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,傢,ia,ia,ia,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,加,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,痂,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,嘉,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,枷,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,袈,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,假,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,贾,ia,ia,ia,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,假,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,架,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,驾,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,嫁,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,稼,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,价,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,揢,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,牙,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,芽,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,衙,o,o,o,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,伢,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,蚜,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,雅,ia,ia,ia,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,K,砑,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,虾,uo,uo,uo,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,�,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,嚇,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,霞,uo,uo,uo,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,瑕,ia,ia,ia,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,遐,ia,ia,ia,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,蝦,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,下,uo,uo,uo,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,夏,uo,uo,uo,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,厦,uo,uo,uo,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,下,uo,uo,uo,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,夏,uo,uo,uo,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,暇,uo,uo,uo,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,鸦,uo,uo,uo,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,丫,uo,uo,uo,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,桠,uo,uo,uo,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,哑,uo,uo,uo,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,麻,S1,*a,0.0,Ø,亚,ia,ia,ia,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,补,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,谱,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,哺,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,布,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,佈,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,铺,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,潽,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,普,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,浦,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,铺,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,怖,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,蒲,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,菩,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,脯,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,葡,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,莆,,,,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,部,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,簿,u,u,u,main,1,1,none,
BL01,北仑城关,太湖片-甬江小片,,,模,S3,*u,0.0,P,篰,,,,main,1,1,none,
